Popularidad,Duracion_en_ms,Explicitud,Bailabilidad,Energia,Tonalidad,Volumen,Modo,Palabrería,Acustica,Instrumentalidad,En_Vivo,Valencia,Tempo,Firma_de_tiempo,Genero_del_track
24,312080,0.0,0.455,0.978,7,-3.009,1,0.163,0.00744,0.0044,0.329,0.543,189.958,4,57
1,234546,0.0,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041,4,28
28,168745,0.0,0.756,0.752,11,-8.007,0,0.0454,0.000568,0.16,0.127,0.966,123.015,4,13
0,129332,0.0,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,84
19,114240,0.0,0.156,0.0788,7,-16.31005254282474,1,0.0361,0.969,0.951,0.367,0.0398,122.1848969801553,3,25
44,323733,0.0,0.365,0.204,0,-15.778,1,0.07512349203425729,0.352,0.424,0.823,0.201,72.689,4,80
54,266041,0.0,0.693,0.518,1,-9.146,1,0.0282,0.653,0.531,0.138,0.374,128.041,4,52
51,271613,0.0,0.675,0.7079356043612,5,-5.728,0,0.0356,0.312,0.0,0.304,0.675,106.521,4,35
56,220866,0.0,0.536,0.355,2,-8.61,1,0.0259,0.733,1.22e-05,0.138,0.22,139.888,4,93
25,151773,0.0,0.435,0.929,5,-3.766825413625515,0,0.0483,0.00064,3.25e-06,0.337,0.73,80.092,4,47
11,130737,0.0,0.812,0.435,0,-10.71828860702963,1,0.0602,0.00988,0.895,0.111,0.802,122.05,4,97
21,342600,0.0,0.117,0.17,2,-14.888439301791172,0,0.042,0.74,0.000555,0.0587,0.05,172.963,5,71
0,244826,0.0,0.637,0.745,8,-8.607,1,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,34
74,302000,0.0,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4,67
5,139114,0.0,0.75,0.559,8,-7.627,1,0.07512349203425729,0.683,0.42,0.113,0.449,71.043,4,97
55,264680,0.0,0.502,0.463,7,-13.144,1,0.0434,0.726,0.00965,0.238,0.394,92.279,4,88
59,238626,0.0,0.534,0.631620451171585,8,-8.14621637774559,1,0.0339,0.205,0.00579,0.106,0.6,92.147,4,78
18,296000,0.0,0.565,0.953,6,-2.815,1,0.0586,0.634,0.0,0.333,0.852,136.986,4,57
26,72857,0.0,0.525,0.707,4,-7.381797912996449,0,0.0667,0.812,0.878,0.432,0.221,140.016,3,5
71,207466,0.0,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,4,67
60,326842,0.0,0.538,0.869,8,-3.464,1,0.0275,0.047,0.0,0.14,0.369,91.972,4,58
62,136546,0.0,0.42,0.371,0,-10.952,1,0.315,0.873,0.0,0.294,0.882,85.539,4,88
67,282640,0.0,0.517,0.779,9,-5.005,0,0.0477,0.0258,0.0,0.0622,0.197,115.206,4,2
22,274825,0.0,0.44,0.712,2,-7.458,1,0.0318,0.256,0.4,0.164,0.461,118.835,4,38
23,305786,0.0,0.7,0.592,6,-8.522374420180666,0,0.0296,0.0289,0.00853,0.0482,0.894,115.22,4,88
8,201200,0.0,0.66,0.631620451171585,4,-8.14621637774559,1,0.16,0.0108,0.0,0.196,0.678,98.357,4,62
37,261266,0.0,0.63,0.771,1,-7.642,1,0.0418,0.00975,0.304,0.433,0.446,122.1848969801553,4,9
0,298886,0.0,0.454,0.892,0,-7.687,1,0.0349,3.14e-05,0.903,0.101,0.0357,94.956,4,43
58,175744,0.0,0.37,0.947,2,-7.213,1,0.0901,7.97e-06,0.000175,0.0762,0.418,81.744,4,41
75,224693,0.0,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,84
33,326626,0.0,0.7,0.568,11,-9.804,0,0.1,0.0012,0.000305,0.887,0.861,145.495,4,45
27,106706,0.0,0.851,0.473,0,-7.552,1,0.0361,0.753,0.0,0.076,0.836,115.988,4,74
24,128071,0.0,0.704,0.5431771063445912,6,-6.811,1,0.07512349203425729,0.758,0.879,0.246,0.28,84.156,4,97
0,84973,0.0,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,3,86
0,260696,1.0,0.751,0.897,1,-3.602,1,0.0468,0.00957,2.72e-05,0.329,0.483,119.97,4,29
22,212670,0.0,0.663,0.637,6,-7.449,1,0.0733,0.524,0.0,0.169,0.299,78.963,4,56
8,243386,0.0,0.775,0.828,0,-3.972,1,0.139,0.289,0.0,0.434,0.571,79.992,4,84
46,290720,0.0,0.413,0.631620451171585,0,-8.14621637774559,1,0.0562,0.00286,0.00172,0.845,0.276,159.982,4,41
31,166000,0.0,0.675,0.21,4,-13.124,1,0.0288,0.866,0.00121,0.123,0.635,111.022,3,49
32,150602,0.0,0.526,0.919,9,-4.677,1,0.183,0.0705,3.1e-05,0.0287,0.96,94.892,4,88
0,125613,0.0,0.758,0.451,6,-8.001,1,0.0375,0.75,0.0,0.0503,0.737,122.912,4,96
53,240533,0.0,0.467,0.124,1,-15.688513245468984,1,0.0516,0.992,0.879,0.0912,0.123,112.598,4,71
16,52893,0.0,0.809,0.75,7,-5.496,1,0.0561,0.00107,0.00802,0.065,0.63,95.097,4,62
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,7
47,136751,0.0,0.534,0.476,7,-8.268,1,0.0325,0.0337,0.0,0.629,0.593,106.891,4,27
23,254586,0.0,0.809,0.735,0,-7.387,1,0.0263,0.389,0.000168,0.166,0.409,126.59,4,57
12,155640,0.0,0.779,0.324,2,-12.326,1,0.0517,0.892,0.0,0.082,0.963,107.639,4,49
39,292706,0.0,0.338,0.596,0,-9.381,1,0.0339,0.00976,0.00216,0.0892,0.314,96.923,4,82
68,184506,1.0,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,4,85
61,238386,0.0,0.596,0.732,2,-6.189,1,0.0401,0.0153,0.0,0.318,0.228,99.98,4,75
0,151387,0.0,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,86
22,273866,0.0,0.556,0.933,3,-2.275,0,0.0715,0.0969,0.0,0.102,0.611,129.978,4,57
0,165586,0.0,0.236,0.555,0,-7.383,1,0.031,0.0392,0.0,0.213,0.325,80.718,3,34
0,180626,0.0,0.534,0.533,5,-9.638515261843018,0,0.047,0.5,0.0,0.0875,0.478,136.854,4,60
67,239386,1.0,0.295,0.924,5,-3.407,1,0.0678,4.02e-05,0.00462,0.377,0.219,171.941,4,67
38,232453,0.0,0.244,0.955,9,-3.111,1,0.131,0.000932,0.0,0.139,0.461,161.811,4,47
19,239933,0.0,0.659,0.919,4,-10.769,1,0.0641,0.0511,0.000581,0.247,0.703,122.1848969801553,4,23
38,217670,0.0,0.759,0.27701120633059984,3,-14.199,1,0.07512349203425729,0.918,0.000366,0.109,0.364,110.88,4,53
0,196400,0.0,0.309,0.294,11,-14.309,0,0.0424,0.884,0.00059,0.142,0.147,90.51,3,89
0,194013,0.0,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,48
26,274306,0.0,0.73,0.597,0,-8.671,1,0.0268,0.702,4.13e-06,0.0754,0.49,120.303,4,57
0,70653,0.0,0.345,0.024,5,-31.974,0,0.0346,0.994,0.912,0.112,0.12,66.09,5,15
68,147780,0.0,0.711,0.396,0,-11.266,1,0.0486,0.829,3e-05,0.119,0.969,199.955,4,13
0,172720,0.0,0.459,0.0961,5,-16.082015302814398,0,0.07512349203425729,0.994,0.021,0.107,0.426,76.727,4,89
0,183066,0.0,0.623,0.631620451171585,6,-8.14621637774559,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,76
0,317280,0.0,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,85
1,143733,0.0,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,60
62,174134,0.0,0.411,0.882,1,-4.427278783832859,1,0.0556,5.65e-06,0.0147,0.298,0.531,129.848,4,41
13,243240,0.0,0.476,0.235,3,-10.875,1,0.0282,0.479,0.000287,0.206,0.36,122.1848969801553,4,49
20,92918,0.0,0.631,0.912,5,-4.033019676021368,1,0.125,0.0453,1.36e-06,0.24,0.924,110.199,4,62
1,232412,0.0,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,67
0,175986,0.0,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,7
0,253626,0.0,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,95
44,294733,0.0,0.557,0.896,4,-6.52,0,0.0346,0.000931,0.000186,0.339,0.561,101.073,4,2
0,192026,0.0,0.574,0.883,9,-6.686,0,0.136,0.0606,0.0,0.0524,0.692,123.095,4,8
0,211920,0.0,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,48
75,223535,0.0,0.508,0.842,1,-3.992,1,0.07512349203425729,0.078,0.0,0.0858,0.44,86.041,4,61
72,272506,0.0,0.695,0.631620451171585,0,-8.14621637774559,1,0.0281,0.0187,0.0464,0.251,0.58,133.0,4,98
0,208026,0.0,0.672,0.915,7,-2.467,1,0.176,0.03,0.0,0.101,0.93,160.048,4,13
41,126211,0.0,0.569,0.261,0,-13.621108300251823,1,0.0362,0.76,0.000749,0.136,0.232,113.186,4,11
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,7
51,245000,0.0,0.333,0.572,2,-6.455,0,0.0302,0.00885,0.0,0.102,0.0707,110.402,4,38
83,163854,0.0,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,86
41,295960,0.0,0.806,0.436,5,-9.877,1,0.0391,0.64,0.000218,0.108,0.706,97.036,4,81
41,149840,0.0,0.341,0.23,4,-14.439,1,0.0319,0.942,0.905,0.114,0.291,79.681,4,38
25,282213,0.0,0.231,0.865,4,-5.56,1,0.0563,0.000971,4.99e-05,0.0836,0.482,109.163,4,38
21,360592,0.0,0.438,0.957,9,-6.274,1,0.0597,7.06e-06,0.139,0.583,0.251,140.025,4,47
39,261400,0.0,0.79,0.814,9,-5.531203478132285,0,0.0268,0.243,0.0102,0.528,0.914,124.03,4,1
93,210200,0.0,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,84
17,264293,0.0,0.644,0.89,0,-4.126,1,0.07512349203425729,0.00895,0.0,0.307,0.56,127.997,4,57
60,248706,0.0,0.431,0.829,5,-7.713,0,0.0491,7.33e-06,0.03,0.086,0.356,131.891,4,38
18,146307,0.0,0.714,0.311,0,-10.464,1,0.07512349203425729,0.98,2.74e-05,0.0792,0.826,70.578,4,100
66,183518,0.0,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,4,27
0,112960,0.0,0.576,0.682,3,-4.212,1,0.0369,0.726,0.0,0.236,0.919,145.274,4,87
51,207852,0.0,0.592,0.427,3,-6.759,1,0.0281,0.834,2.98e-06,0.106,0.453,139.908,4,66
53,136546,0.0,0.621,0.759,0,-10.235,1,0.0335,0.384,0.118,0.336,0.977,162.92,4,87
67,177477,0.0,0.459,0.206,0,-9.694,1,0.0282,0.673,0.0,0.294,0.354,160.072,4,13
45,260920,0.0,0.505,0.852,5,-4.852007543375535,0,0.07512349203425729,0.0048,0.0,0.115,0.464,77.062,4,16
23,169508,0.0,0.755,0.801,1,-6.136,1,0.125,0.0771,0.0,0.0645,0.731,102.008,4,56
60,255400,0.0,0.41,0.834,5,-5.375,1,0.054,0.0651,0.0,0.115,0.333,147.982,4,59
0,179266,0.0,0.374,0.344,8,-10.95,1,0.0272,0.586,9.84e-06,0.144,0.304,75.683,3,96
0,17826,0.0,0.372,0.278,8,-16.882,1,0.037,0.985,0.921,0.164,0.912,89.032,1,15
14,164640,0.0,0.666,0.192,7,-14.459272453723296,1,0.07512349203425729,0.543,0.0,0.149,0.814,122.1848969801553,4,49
0,146093,0.0,0.695,0.494,9,-11.419,1,0.058,0.31,0.0,0.0888,0.816,127.382,4,80
0,143733,0.0,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,60
8,385534,0.0,0.538,0.866,4,-3.674,0,0.0827,0.000866,0.013,0.357,0.0355,100.016,4,43
36,221680,0.0,0.382,0.707,5,-6.025,1,0.0426,0.0019,0.0348,0.0981,0.158,134.015,4,82
0,208920,0.0,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,3
0,173560,0.0,0.196,0.93,11,-5.131,1,0.0519,0.0116,0.00214,0.105,0.566,194.319,4,81
1,143733,0.0,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,60
40,214440,0.0,0.671,0.38,8,-7.593,0,0.0539,0.109,4.73e-06,0.0921,0.532,59.993,4,99
77,258826,0.0,0.634,0.551,3,-9.085754218367526,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,4,78
17,126964,0.0,0.72,0.558,6,-9.389,0,0.07512349203425729,0.841,0.00695,0.11,0.113,83.796,4,62
0,69000,0.0,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,60
68,291660,0.0,0.676,0.747,3,-7.732,1,0.0308,0.000111,0.203,0.356,0.797,111.85,4,54
0,201975,0.0,0.517,0.994,10,-2.806,1,0.402,0.0589,0.0,0.972,0.651,135.064,4,74
88,153190,0.0,0.601,0.741,2,-6.522331178092998,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,76
49,328384,0.0,0.653,0.554,5,-8.156,1,0.0243,0.157,1.23e-06,0.172,0.455,99.974,4,51
51,87207,0.0,0.33,0.283,0,-15.971,1,0.061,0.575,0.0947,0.235,0.287,157.963,4,80
45,202466,0.0,0.499,0.631620451171585,3,-8.14621637774559,0,0.0589,0.0714,0.0,0.116,0.315,105.018,4,41
0,147800,0.0,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,52
0,363120,0.0,0.497,0.649,11,-10.205,0,0.0334,0.0145,3.78e-06,0.0477,0.567,115.357,4,67
0,257519,1.0,0.532,0.969,11,-3.967,1,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,4,82
77,162600,0.0,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,4,41
61,214400,0.0,0.578,0.8193772769331014,4,-4.869,1,0.07512349203425729,0.0229,0.0,0.557,0.66,170.04,4,75
23,218000,0.0,0.561,0.720053177829052,5,-8.435,1,0.0428,0.00218,0.0,0.102,0.756,151.853,4,88
16,149360,0.0,0.65,0.573,11,-6.175,1,0.0746,0.662,0.00797,0.324,0.57,82.971,4,97
70,201360,0.0,0.393,0.719,5,-4.773,1,0.0279,0.0629,0.00432,0.219,0.497,124.353,4,98
0,173560,0.0,0.196,0.93,11,-5.131,1,0.0519,0.0116,0.00214,0.105,0.566,194.319,4,2
51,184640,0.0,0.603,0.908,11,-4.070403584210448,1,0.07512349203425729,0.0143,0.0,0.671,0.458,133.063,4,41
82,216053,0.0,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4,86
18,177306,0.0,0.537,0.537,10,-7.877,1,0.0337,0.801,8.91e-06,0.09,0.845,127.01,4,49
45,204293,0.0,0.213,0.271,6,-16.985,0,0.07512349203425729,0.981,0.882,0.109,0.0914,155.831,3,71
34,224146,0.0,0.611,0.992,0,-2.098,1,0.07512349203425729,0.000278,1.01e-05,0.132,0.541,127.973,4,47
0,232412,0.0,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,86
49,219040,0.0,0.49,0.835,4,-5.088165577683828,0,0.0332,8.38e-05,0.00373,0.0908,0.519,119.92,4,41
63,230204,0.0,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,4,52
35,200053,0.0,0.602,0.59,0,-10.671,1,0.0596,0.027,2.69e-05,0.195,0.418,143.643,4,59
80,171880,1.0,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,64
40,224226,0.0,0.51,0.674,7,-6.599,1,0.0298,0.5,0.0125,0.887,0.177,130.024,4,94
15,222973,0.0,0.388,0.8578598099996984,7,-3.766,1,0.0605,0.00323,0.014,0.304,0.706,193.914,4,9
38,177160,0.0,0.49,0.736,9,-8.867,1,0.0381,0.565,4.21e-06,0.954,0.798,164.095,4,90
63,230440,0.0,0.445,0.436,0,-8.536,1,0.0332,0.58,2.63e-05,0.112,0.483,139.848,4,80
20,206266,0.0,0.494,0.631620451171585,9,-8.14621637774559,0,0.0384,0.00183,6.04e-06,0.283,0.367,144.116,4,43
47,253160,0.0,0.62,0.558,7,-9.086869751864386,1,0.0407,0.171,0.916,0.157,0.539,171.827,4,9
0,217853,0.0,0.477,0.459,5,-10.214,1,0.0261,0.715,0.000742,0.228,0.326,105.541,4,2
0,129817,0.0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,19
36,360626,0.0,0.639,0.784,2,-6.524,1,0.0284,0.0151,0.352,0.198,0.694,120.161,4,58
8,166956,0.0,0.938,0.449,8,-14.165,0,0.296,0.0185,0.000189,0.112,0.653,138.047,4,62
41,167586,0.0,0.358,0.58,5,-9.924,1,0.045,0.768,0.0058,0.127,0.352,98.853,4,93
42,198554,0.0,0.428,0.365,4,-11.889,0,0.0276,0.78,0.0033,0.113,0.236,94.033,3,86
24,259933,0.0,0.405,0.679,7,-6.974,1,0.028,0.502,2.49e-05,0.0756,0.415,100.079,4,38
33,234186,0.0,0.45,0.74,4,-8.273,1,0.0873,0.0331,0.000247,0.0999,0.387,177.602,4,59
19,243586,0.0,0.493,0.888,8,-2.673,1,0.0612,0.178,0.0,0.114,0.686,122.1848969801553,1,57
13,447266,0.0,0.642,0.963,1,-3.288512951711141,1,0.0419,0.000215,0.708,0.875,0.758,122.1848969801553,4,9
34,195120,0.0,0.204,0.8929215103670719,4,-2.4,1,0.255,0.0212,0.000389,0.818,0.233,151.338,4,88
76,222826,0.0,0.591,0.963,0,-6.489,0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,4,54
62,183506,0.0,0.434,0.912,9,-4.017081852213662,1,0.0451,0.0191,0.278,0.326,0.315,119.729,4,35
48,159066,0.0,0.652,0.303,7,-8.573,1,0.0297,0.851,0.0,0.324,0.706,114.665,3,87
25,344813,0.0,0.491,0.786,8,-7.452,1,0.0382,0.0178,0.0,0.671,0.251,91.957,4,59
57,162280,0.0,0.562,0.861,9,-4.248,1,0.0418,0.669,8.02e-06,0.422,0.249,109.497,4,91
41,226442,0.0,0.639,0.638,0,-7.332,1,0.0344,0.488,0.0,0.187,0.898,145.559,4,45
28,262573,0.0,0.542,0.924,8,-5.206,1,0.0639,0.0258,0.0,0.17,0.398,154.124,4,57
52,173610,0.0,0.789,0.686,10,-4.879,1,0.0429,0.663,0.0,0.978,0.852,114.015,4,91
59,432000,0.0,0.795,0.652,2,-8.042,1,0.0434,0.000379,0.881,0.0879,0.121,124.995,4,69
58,48422,1.0,0.746,0.338,11,-13.472,0,0.109,0.674,0.000375,0.529,0.469,120.053,4,30
0,195765,0.0,0.789,0.815367943849852,11,-5.219,0,0.16,0.00158,0.326,0.515,0.149,95.008,4,43
12,120480,0.0,0.614,0.415,9,-10.523,1,0.0268,0.733,0.0,0.263,0.748,95.987,4,49
52,249573,0.0,0.733,0.48,9,-7.425,0,0.0309,0.737,0.0,0.15,0.273,118.022,4,66
19,247066,0.0,0.371,-0.06121344870529977,7,-24.888,1,0.0581,0.992,0.922,0.0723,0.147,95.485,4,71
48,151666,0.0,0.345,0.976,8,-4.74,1,0.0487,0.000587,0.0507,0.487,0.818,181.121,4,2
60,236426,0.0,0.501,0.824,0,-5.242856363127284,1,0.07512349203425729,0.000127,0.000311,0.0922,0.57,89.972,4,35
0,142560,0.0,0.409,0.336,2,-10.479,1,0.0301,0.383,0.0,0.15,0.549,114.59,3,52
42,172880,0.0,0.583,0.631620451171585,9,-8.14621637774559,1,0.0395,0.658,0.0,0.342,0.742,122.1848969801553,4,73
63,105933,0.0,0.631,0.387,5,-11.529,1,0.0262,0.742,0.000406,0.0822,0.832,103.11,4,80
0,208413,0.0,0.508,0.706,1,-6.294,1,0.0475,0.15,0.0,0.376,0.479,114.842,4,58
53,163653,0.0,0.533,0.678,1,-5.244,1,0.0256,0.663,0.0,0.145,0.683,80.96,4,53
52,318846,0.0,0.414,0.37,4,-15.748,0,0.0573,0.696,0.000129,0.211,0.33,76.846,4,80
56,224746,0.0,0.556,0.833,5,-5.29,1,0.0402,0.0156,0.0,0.0659,0.374,125.07,4,30
82,329733,0.0,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,34
45,533160,0.0,0.394,0.639,6,-6.847,1,0.0307,0.38,0.000181,0.206,0.12,137.034,4,103
54,308066,0.0,0.453,0.704,1,-4.62,1,0.0351,0.226,0.0,0.118,0.271,144.004,4,103
66,212320,0.0,0.718,0.583,7,-9.010317386688001,1,0.0288,0.623,0.000681,0.0612,0.422,119.971,4,95
53,316680,0.0,0.721,0.867,6,-6.209,0,0.0528,0.048,0.125,0.0828,0.917,125.005,4,9
1,234546,0.0,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041,4,63
72,146866,0.0,0.477,0.572,8,-7.328,1,0.0319,0.00708,0.784,0.144,0.0414,194.033,4,2
0,192160,0.0,0.32,0.21,6,-14.435519414747649,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,60
66,175373,0.0,0.535,0.951,3,-3.4618336790640214,0,0.18,0.00777,0.0,0.0669,0.723,160.102,4,3
0,227986,0.0,0.597,0.76,9,-3.94,0,0.029,0.0135,9.02e-06,0.407,0.496,131.767,4,95
9,155573,0.0,0.527,0.631620451171585,5,-8.14621637774559,1,0.0285,0.923,0.0,0.137,0.224,94.207,4,49
36,95669,0.0,0.448,0.973,1,-4.967,1,0.201,0.000787,0.0199,0.521,0.659,120.976,4,44
28,202536,0.0,0.758,0.664,4,-5.262,0,0.267,0.185,0.0,0.324,0.288,103.122,4,56
0,173106,0.0,0.25,0.168,1,-16.789,0,0.07512349203425729,0.822,0.000135,0.136,0.141,107.269,3,60
67,223122,0.0,0.599,0.775,1,-5.945122086196259,0,0.0542,0.022,0.0,0.0669,0.703,129.817,4,61
36,167230,0.0,0.461,0.586,5,-11.824,1,0.0705,0.736,0.000703,0.631,0.684,91.57,4,90
35,139106,0.0,0.314,0.951,2,-5.056,1,0.0723,0.000519,0.0121,0.207,0.708,129.765,4,44
35,266874,0.0,0.167,0.398,8,-8.578,1,0.07512349203425729,0.646,0.0199,0.111,0.217,71.185,4,38
17,343719,0.0,0.542,0.993,0,-3.476,0,0.112,0.00158,0.0333,0.0954,0.341,144.995,4,43
1,187026,0.0,0.85,0.5389292659219749,1,-6.854,1,0.0576,0.768,0.0,0.358,0.866,120.905,4,7
41,215173,0.0,0.596,0.358,0,-12.993,1,0.0255,0.9,0.0503,0.108,0.43,94.932,4,53
22,160200,0.0,0.585,0.7130686221797283,5,-8.653,0,0.0484,0.00398,1.5e-05,0.14,0.773,122.1848969801553,4,88
0,135760,0.0,0.478,0.201,7,-16.79,1,0.0332,0.919,0.0,0.0854,0.857,136.47,4,60
51,171149,0.0,0.619,0.277,11,-11.771,1,0.0322,0.892,0.0542,0.116,0.435,111.576,4,93
22,173906,0.0,0.288,0.92,0,-3.892982590108062,1,0.0702,4.62e-06,0.00318,0.256,0.493,148.788,4,47
24,153133,0.0,0.703,0.977,4,-5.144,1,0.0474,0.0218,0.000277,0.193,0.795,106.306,3,88
23,337462,0.0,0.731,0.675,4,-10.425,0,0.07512349203425729,0.0085,0.883,0.071,0.21,130.004,4,23
12,322359,0.0,0.621,0.861,1,-9.576,1,0.0439,0.000182,0.9,0.113,0.484,127.925,4,12
43,272873,0.0,0.673,0.497,9,-9.759,1,0.039,0.278,1.46e-06,0.255,0.378,120.031,4,66
0,143733,0.0,0.439,0.196,0,-14.608032594586058,1,0.07512349203425729,0.88,0.0,0.0513,0.525,129.581,4,60
2,253279,0.0,0.271,0.648,8,-5.664,1,0.051,0.248,0.0,0.121,0.261,189.218,4,53
33,274266,0.0,0.366,0.7592347804219202,7,-7.131,1,0.103,0.000142,0.000224,0.0438,0.557,140.506,4,47
39,101717,0.0,0.942,0.391,0,-11.455,1,0.07512349203425729,0.435,1.57e-06,0.0661,0.935,119.99,4,13
0,189026,0.0,0.774,0.914,7,-4.739,1,0.159,0.193,0.0,0.427,0.816,98.031,4,84
73,218440,0.0,0.358,0.387,7,-14.342,1,0.0324,0.746,0.0121,0.119,0.495,181.183,4,88
55,116373,0.0,0.658,0.537,6,-7.535,0,0.0307,0.138,0.0,0.0572,0.887,132.115,4,80
0,190217,0.0,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,19
51,171149,0.0,0.619,0.277,11,-11.771,1,0.0322,0.892,0.0542,0.116,0.435,111.576,4,53
0,106053,0.0,0.409,0.0964,10,-28.0,0,0.0373,0.993,0.87,0.124,0.379,101.231,4,15
0,118840,0.0,0.602,0.553,11,-9.336,1,0.07512349203425729,0.108,0.0,0.0512,0.971,130.594,4,86
79,252534,0.0,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,4,53
0,190217,0.0,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,36
0,135053,1.0,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,48
0,199179,1.0,0.66,0.695,9,-7.076,0,0.113,0.313,7.17e-06,0.0752,0.204,101.997,4,28
0,147133,1.0,0.835,0.718,7,-5.62,0,0.0694,0.226,1.99e-06,0.108,0.427,92.028,4,85
24,281880,0.0,0.565,0.632,11,-7.209,1,0.0305,0.56,0.458,0.0842,0.658,118.658,4,6
47,129905,0.0,0.616,0.365,7,-9.542,1,0.0369,0.245,0.745,0.164,0.346,105.989,4,5
87,260173,0.0,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,3
52,187933,0.0,0.488,0.995,1,-3.096,0,0.108,0.00153,0.0,0.911,0.679,90.058,4,41
38,184413,0.0,0.481,0.669,7,-13.329,1,0.455,0.92,0.0219,0.139,0.351,128.219,4,31
11,161560,0.0,0.596,0.964,7,-3.280952375918666,1,0.0515,0.0109,7.85e-06,0.235,0.799,124.026,4,62
68,235560,0.0,0.579,0.872,0,-4.664601351321512,1,0.159,0.159,0.0,0.0935,0.761,76.214,4,75
54,166017,0.0,0.662,0.484,6,-10.440013404159313,0,0.0731,0.685,0.883,0.131,0.197,83.741,4,97
9,137849,0.0,0.767,0.611,11,-15.405,0,0.0833,0.063,0.956,0.0678,0.557,122.1848969801553,4,23
81,228146,1.0,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5,67
25,257514,0.0,0.588,0.534,9,-12.527,0,0.07512349203425729,0.458,0.0635,0.492,0.492,114.082,4,6
75,230253,0.0,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4,41
0,160293,0.0,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,58
1,230720,0.0,0.418,0.817115739174139,2,-5.157,1,0.0529,0.00187,0.0,0.829,0.341,128.033,4,2
45,196813,0.0,0.654,0.66,5,-5.594,1,0.0283,0.0252,0.0371,0.278,0.412,108.039,4,67
